Month Name,Agency,Description,Borough,# of Incidents,Response Times
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Unspecified,2,50
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,436,0.46
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,627,0.64
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,479,2.71
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,400,1
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,76,0
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Unspecified,2,0
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,436,0.46
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,627,0.32
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,479,0.42
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,400,0.5
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,76,0
2018 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Unspecified,2,0
2018 / 01,FDNY,Average response time to structural fires,Bronx,396,309.55
2018 / 01,FDNY,Average response time to structural fires,Brooklyn,491,280.55
2018 / 01,FDNY,Average response time to structural fires,Manhattan,345,303.86
2018 / 01,FDNY,Average response time to structural fires,Queens,260,307.82
2018 / 01,FDNY,Average response time to structural fires,Staten Island,47,318.28
2018 / 01,FDNY,Average response time to non-structural fires,Bronx,267,400.81
2018 / 01,FDNY,Average response time to non-structural fires,Brooklyn,597,359.58
2018 / 01,FDNY,Average response time to non-structural fires,Manhattan,380,396.2
2018 / 01,FDNY,Average response time to non-structural fires,Queens,419,391.33
2018 / 01,FDNY,Average response time to non-structural fires,Staten Island,32,383.42
2018 / 01,FDNY,Average response time to non-fire emergencies,Bronx,6819,574.57
2018 / 01,FDNY,Average response time to non-fire emergencies,Brooklyn,9865,485.59
2018 / 01,FDNY,Average response time to non-fire emergencies,Manhattan,7247,542.3
2018 / 01,FDNY,Average response time to non-fire emergencies,Queens,6415,551.91
2018 / 01,FDNY,Average response time to non-fire emergencies,Staten Island,1736,508.46
2018 / 01,FDNY,Average response time to non-fire emergencies,Unspecified,8,916.75
2018 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,539,477.14
2018 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,701,483.87
2018 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,475,439.86
2018 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,557,487.07
2018 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,138,466.15
2018 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,4,668.75
2018 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,11398,595.36
2018 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,13442,583.13
2018 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,10753,554.25
2018 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,9057,575.41
2018 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,2153,543.19
2018 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,24,915.54
2018 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,27132,829.9
2018 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,31576,765.1
2018 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,25869,766.8
2018 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,21327,654.69
2018 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,4632,605.01
2018 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,87,1117.69
2018 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2272,522.35
2018 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3659,449.1
2018 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2444,508.04
2018 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2573,476.83
2018 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,662,459.06
2018 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,10,937.8
2018 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,11998,569.79
2018 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,14250,529.9
2018 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,11491,528.13
2018 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,9642,524.25
2018 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,2289,490.25
2018 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,26,827.19
2018 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,5765,50
2018 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,9257,46.77
2018 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,7465,59.77
2018 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5880,41.57
2018 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1512,56.91
2018 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,17,11.76
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,663,36.07
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,1088,57.99
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,725,38.26
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,679,34.74
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,79,52.5
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,663,62
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,1088,40.65
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,725,57.53
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,679,62.65
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,79,43.75
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,663,1.79
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,1088,0.82
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,725,3.93
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,679,2.18
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,79,1.25
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,663,0.15
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,1088,0.54
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,725,0.27
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,679,0.44
2018 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,79,2.5
2017 / 12,FDNY,Average response time to structural fires,Bronx,426,314.77
2017 / 12,FDNY,Average response time to structural fires,Brooklyn,533,268.91
2017 / 12,FDNY,Average response time to structural fires,Manhattan,365,306.02
2017 / 12,FDNY,Average response time to structural fires,Queens,285,301.14
2017 / 12,FDNY,Average response time to structural fires,Staten Island,66,310.25
2017 / 12,FDNY,Average response time to non-structural fires,Bronx,294,365.93
2017 / 12,FDNY,Average response time to non-structural fires,Brooklyn,536,337.97
2017 / 12,FDNY,Average response time to non-structural fires,Manhattan,457,456.43
2017 / 12,FDNY,Average response time to non-structural fires,Queens,333,374.84
2017 / 12,FDNY,Average response time to non-structural fires,Staten Island,30,334.32
2017 / 12,FDNY,Average response time to non-fire emergencies,Bronx,5837,541.39
2017 / 12,FDNY,Average response time to non-fire emergencies,Brooklyn,8396,454.93
2017 / 12,FDNY,Average response time to non-fire emergencies,Manhattan,6691,512.4
2017 / 12,FDNY,Average response time to non-fire emergencies,Queens,5666,529.33
2017 / 12,FDNY,Average response time to non-fire emergencies,Staten Island,1465,482.52
2017 / 12,FDNY,Average response time to non-fire emergencies,Unspecified,12,827
2017 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,520,461.37
2017 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,663,459
2017 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,482,435.59
2017 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,556,472.61
2017 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,143,432.51
2017 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,2,935.5
2017 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,10207,564.3
2017 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,12266,547.59
2017 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,10450,539.57
2017 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,8773,559.25
2017 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,2008,528.34
2017 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,21,700.18
2017 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,24706,714.45
2017 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,29316,675.14
2017 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,24965,708.47
2017 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,20314,630.86
2017 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,4435,600.7
2017 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,92,923.06
2017 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2176,499.71
2017 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3728,428.77
2017 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2656,497.06
2017 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2759,478.01
2017 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,642,437.79
2017 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,6,748.14
2017 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,10805,535.73
2017 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,13135,491.79
2017 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,11307,507.43
2017 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,9331,504.61
2017 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,2172,474.82
2017 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,21,630.68
2017 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,5121,53.09
2017 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,8397,53.67
2017 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,7280,60.45
2017 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5574,44.67
2017 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1342,60.29
2017 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,9,44.44
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,720,39.89
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,1069,62.08
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,822,36.61
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,618,40.38
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,96,52.04
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,720,58.48
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,1069,36.09
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,822,58.77
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,618,56.34
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,96,44.9
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,720,1.49
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,1069,1.29
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,822,2.96
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,618,3.29
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,96,3.06
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,720,0.14
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,1069,0.55
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,822,1.78
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,618,0
2017 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,96,0
2017 / 11,FDNY,Average response time to structural fires,Bronx,316,305.76
2017 / 11,FDNY,Average response time to structural fires,Brooklyn,485,266.6
2017 / 11,FDNY,Average response time to structural fires,Manhattan,313,329.71
2017 / 11,FDNY,Average response time to structural fires,Queens,283,302.96
2017 / 11,FDNY,Average response time to structural fires,Staten Island,48,301.88
2017 / 11,FDNY,Average response time to non-structural fires,Bronx,116,398.88
2017 / 11,FDNY,Average response time to non-structural fires,Brooklyn,195,296.36
2017 / 11,FDNY,Average response time to non-structural fires,Manhattan,170,375.15
2017 / 11,FDNY,Average response time to non-structural fires,Queens,157,366.36
2017 / 11,FDNY,Average response time to non-structural fires,Staten Island,36,363.97
2017 / 11,FDNY,Average response time to non-fire emergencies,Bronx,5333,509.27
2017 / 11,FDNY,Average response time to non-fire emergencies,Brooklyn,8012,461.38
2017 / 11,FDNY,Average response time to non-fire emergencies,Manhattan,6139,511.06
2017 / 11,FDNY,Average response time to non-fire emergencies,Queens,5279,542.81
2017 / 11,FDNY,Average response time to non-fire emergencies,Staten Island,1378,483.21
2017 / 11,FDNY,Average response time to non-fire emergencies,Unspecified,6,650.33
2017 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,458,446.19
2017 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,572,467.47
2017 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,489,432.68
2017 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,508,439.84
2017 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,147,417.49
2017 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,9882,551.59
2017 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,11655,550.45
2017 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,9950,533.88
2017 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,8190,552.56
2017 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1925,509.38
2017 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,19,641.32
2017 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,23602,691.3
2017 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,27551,663.94
2017 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,23083,704.52
2017 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,19022,625.03
2017 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,4213,587
2017 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,89,887.53
2017 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2078,470.75
2017 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3716,416.88
2017 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2550,489.02
2017 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2591,468.23
2017 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,643,430.29
2017 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,5,425
2017 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,10376,521.88
2017 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,12449,497.94
2017 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,10718,508.17
2017 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,8758,502.15
2017 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,2058,461.95
2017 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,20,612.35
2017 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,4989,56.06
2017 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,8039,55.52
2017 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,6880,63.41
2017 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5376,47.02
2017 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1278,61.26
2017 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,6,33.33
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,432,44.29
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,680,70.88
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,483,50.1
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,440,49.35
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,84,46.59
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,432,53.2
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,680,28.26
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,483,47.49
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,440,47.84
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,84,52.27
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,432,2.05
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,680,0.72
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,483,1.4
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,440,2.16
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,84,1.14
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,432,0.46
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,680,0.14
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,483,1
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,440,0.65
2017 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,84,0
2017 / 10,FDNY,Average response time to structural fires,Bronx,262,307.5
2017 / 10,FDNY,Average response time to structural fires,Brooklyn,397,294.72
2017 / 10,FDNY,Average response time to structural fires,Manhattan,259,301.76
2017 / 10,FDNY,Average response time to structural fires,Queens,221,311.77
2017 / 10,FDNY,Average response time to structural fires,Staten Island,48,303.46
2017 / 10,FDNY,Average response time to non-structural fires,Bronx,128,390.71
2017 / 10,FDNY,Average response time to non-structural fires,Brooklyn,199,317.5
2017 / 10,FDNY,Average response time to non-structural fires,Manhattan,193,364.01
2017 / 10,FDNY,Average response time to non-structural fires,Queens,159,402.35
2017 / 10,FDNY,Average response time to non-structural fires,Staten Island,45,365.24
2017 / 10,FDNY,Average response time to non-structural fires,Unspecified,1,551
2017 / 10,FDNY,Average response time to non-fire emergencies,Bronx,5754,538.24
2017 / 10,FDNY,Average response time to non-fire emergencies,Brooklyn,8436,452.4
2017 / 10,FDNY,Average response time to non-fire emergencies,Manhattan,6863,487.79
2017 / 10,FDNY,Average response time to non-fire emergencies,Queens,5567,539.97
2017 / 10,FDNY,Average response time to non-fire emergencies,Staten Island,1414,507.28
2017 / 10,FDNY,Average response time to non-fire emergencies,Unspecified,6,491.67
2017 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,485,447
2017 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,626,420
2017 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,514,420.5
2017 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,496,451.78
2017 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,156,414.34
2017 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,10496,539.97
2017 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,12084,519.13
2017 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,10974,518.4
2017 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,8489,535.33
2017 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1988,501.97
2017 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,15,639.67
2017 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,25237,670.15
2017 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,29109,609.37
2017 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,25685,689.69
2017 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,19873,594.57
2017 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,4400,552.7
2017 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,90,943.86
2017 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2314,485.5
2017 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3854,413.46
2017 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2885,467.32
2017 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2652,462.62
2017 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,661,416.11
2017 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,4,497.5
2017 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,11103,510.65
2017 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,13012,463.03
2017 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,11975,482.68
2017 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,9108,483.55
2017 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,2129,447.32
2017 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,15,621.93
2017 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,5377,56.82
2017 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,8212,58.8
